Name,City,State,Total Patients,Mortality %,Complication %,Start Date,End Date
Ortonville Area Health Services,Ortonville,Minnesota,,,,,
District One Hospital,Faribault,Minnesota,,,,,
Madelia Community Hospital,Madelia,Minnesota,,,,,
RiverView Health,Crookston,Minnesota,,,,,
CHI St. Gabriel's Health,Little Falls,Minnesota,,,,,
St. John's Hospital,Saint Paul,Minnesota,,,,,
Essentia Health Sandstone,Sandstone,Minnesota,,,,,
Swift County-Benson Hospital,Benson,Minnesota,,,,,
Hendricks Community Hospital Association,Hendricks,Minnesota,,,,,
Stevens Community Medical Center,Morris,Minnesota,,,,,
Murray County Medical Center,Slayton,Minnesota,,,,,
Perham Health,Perham,Minnesota,,,,,
CHI Albany Area Health,Albany,Minnesota,,,,,
Sanford Luverne Medical Center,Luverne,Minnesota,,,,,
Cook County North Shore Hospital,Grand Marais,Minnesota,,,,,
Lake Region Healthcare,Fergus Falls,Minnesota,,,,,
Woodwinds Health Campus,Woodbury,Minnesota,,,,,
United Hospital District,Blue Earth,Minnesota,,,,,
Tyler Healthcare Center Avera,Tyler,Minnesota,,,,,
Northfield Hospital,Northfield,Minnesota,,,,,
Grand Itasca Clinic and Hospital,Grand Rapids,Minnesota,,,,,
Owatonna Hospital,Owatonna,Minnesota,,,,,
Unity Hospital,Fridley,Minnesota,,,,,
Sanford Bemidji Medical Center,Bemidji,Minnesota,,,,,
Sanford Jackson Medical Center,Jackson,Minnesota,,,,,
Douglas County Hospital,Alexandria,Minnesota,,,,,
CentraCare Health-Paynesville,Paynesville,Minnesota,,,,,
Mayo Clinic Health System in Lake City,Lake City,Minnesota,,,,,
Red Lake Indian Health Service Hospital,Red Lake,Minnesota,,,,,
Abbott Northwestern Hospital,Minneapolis,Minnesota,353,98,84,July 2011,June 2014
Lakeview Hospital,Stillwater,Minnesota,,,,,
FirstLight Health System,Mora,Minnesota,,,,,
Ridgeview Medical Center,Waconia,Minnesota,,,,,
Windom Area Hospital,Windom,Minnesota,,,,,
Fairview Southdale Hospital,Edina,Minnesota,,,,,
Avera Marshall Regional Medical Center,Marshall,Minnesota,,,,,
Winona Health,Winona,Minnesota,,,,,
Pipestone County Medical Center Avera,Pipestone,Minnesota,,,,,
New Ulm Medical Center,New Ulm,Minnesota,,,,,
Sanford Worthington Medical Center,Worthington,Minnesota,,,,,
CHI LakeWood Health,Baudette,Minnesota,,,,,
Huntington Beach Hospital,Huntington Beach,California,,,,,
Kaiser Permanente Redwood City Medical Center,Redwood City,California,,,,,
Community Hospital Long Beach,Long Beach,California,,,,,
Sutter Lakeside Hospital,Lakeport,California,,,,,
Sharp Mary Birch Hospital for Women and Newborns,San Diego,California,,,,,
Providence Tarzana Medical Center,Tarzana,California,33,97,89,July 2011,June 2014
Glendale Memorial Hospital and Health Center,Glendale,California,,,,,
Hoag Memorial Hospital Presbyterian,Newport Beach,California,,,,,
Pomona Valley Hospital Medical Center,Pomona,California,,,,,
Providence Little Company of Mary Medical Center - Torrance,Torrance,California,,,,,
Menifee Valley Medical Center,Sun City,California,,,,,
Kaiser Permanente Fresno Medical Center,Fresno,California,,,,,
Ronald Reagan UCLA Medical Center,Los Angeles,California,128,98,91,July 2011,June 2014
Miracle Mile Medical Center,Los Angeles,California,,,,,
West Anaheim Medical Center,Anaheim,California,,,,,
Saddleback Memorial Medical Center,Laguna Hills,California,,,,,
El Camino Hospital,Mountain View,California,148,98,92,July 2011,June 2014
Mission Hospital,Mission Viejo,California,22,98,88,July 2011,June 2014
Stanford Health Care,Palo Alto,California,193,98,90,July 2011,June 2014
Kaiser Permanente San Diego Medical Center,San Diego,California,,,,,
Stanislaus Surgical Hospital,Modesto,California,,,,,
Watsonville Community Hospital,Watsonville,California,,,,,
College Medical Center,Long Beach,California,,,,,
Oak Valley Hospital District,Oakdale,California,,,,,
Glendale Adventist Medical Center,Glendale,California,27,97,86,July 2011,June 2014
Garden Grove Hospital and Medical Center,Garden Grove,California,,,,,
St. Francis Medical Center,Lynwood,California,,,,,
Desert Regional Medical Center,Palm Springs,California,32,97,90,July 2011,June 2014
Coalinga Regional Medical Center,Coalinga,California,,,,,
Kaiser Permanente Vallejo Medical Center,Vallejo,California,,,,,
Palomar Medical Center,Escondido,California,,,,,
Valley Presbyterian Hospital,Van Nuys,California,,,,,
Kaiser Permanente Fontana Medical Center,Fontana,California,,,,,
St. Jude Medical Center,Fullerton,California,,,,,
Mercy Medical Center Merced,Merced,California,,,,,
St. Joseph's Medical Center,Stockton,California,123,98,90,July 2011,June 2014
Kaiser Permanente Santa Clara Medical Center,Santa Clara,California,,,,,
Madera Community Hospital,Madera,California,,,,,
Mercy Medical Center Redding,Redding,California,69,98,91,July 2011,June 2014
Miller Children's & Women's Hospital Long Beach,Long Beach,California,,,,,
Salinas Valley Memorial Healthcare System,Salinas,California,51,98,85,July 2011,June 2014
Kern Valley Healthcare District,Lake Isabella,California,,,,,
Corona Regional Medical Center,Corona,California,,,,,
Methodist Hospital of Sacramento,Sacramento,California,,,,,
San Gorgonio Memorial Hospital,Banning,California,,,,,
Kaiser Permanente Downey Medical Center,Downey,California,,,,,
Washington Hospital Healthcare System,Fremont,California,,,,,
St. Mary's Medical Center,San Francisco,California,,,,,
Chinese Hospital,San Francisco,California,,,,,
PIH Health Hospital - Downey,Downey,California,,,,,
Seneca Healthcare District,Chester,California,,,,,
St. Elizabeth Community Hospital,Red Bluff,California,,,,,
Community Regional Medical Center,Fresno,California,,,,,
St. Joseph Hospital,Orange,California,68,98,90,July 2011,June 2014
Sequoia Hospital,Redwood City,California,177,98,92,July 2011,June 2014
AHMC Anaheim Regional Medical Center,Anaheim,California,,,,,
St. Mary Medical Center,Apple Valley,California,,,,,
Alta Bates Summit Medical Center,Berkeley,California,,,,,
LAC/University of Southern California Medical Center,Los Angeles,California,,,,,
Pacifica Hospital of the Valley,Sun Valley,California,,,,,
Community Memorial Health System,Ventura,California,73,96,86,July 2011,June 2014
Cedars-Sinai Medical Center,Los Angeles,California,,,,,
Monterey Park Hospital,Monterey Park,California,,,,,
"Orange County Global Medical Center, Inc.",Santa Ana,California,,,,,
Lucile Salter Packard Children's Hospital Stanford,Palo Alto,California,,,,,
Good Samaritan Hospital,Los Angeles,California,,,,,
Petaluma Valley Hospital,Petaluma,California,,,,,
Adventist Medical Center-Reedley,Reedley,California,,,,,
Natividad Medical Center,Salinas,California,,,,,
Providence Holy Cross Medical Center,Mission Hills,California,40,98,86,July 2011,June 2014
Barstow Community Hospital,Barstow,California,,,,,
Eastern Plumas Health Care,Portola,California,,,,,
Eden Medical Center,Castro Valley,California,,,,,
College Hospital Costa Mesa,Costa Mesa,California,,,,,
Sherman Oaks Hospital,Sherman Oaks,California,,,,,
Clovis Community Medical Center,Clovis,California,,,,,
Los Angeles Community Hospital at Los Angeles,Los Angeles,California,,,,,
Colusa Regional Medical Center,Colusa,California,,,,,
Harbor-UCLA Medical Center,Torrance,California,,,,,
St. Vincent Medical Center,Los Angeles,California,,,,,
Orange Coast Memorial Medical Center,Fountain Valley,California,,,,,
Saint John's Health Center,Santa Monica,California,,,,,
Beverly Hospital,Montebello,California,,,,,
Ridgecrest Regional Hospital,Ridgecrest,California,,,,,
Menlo Park Surgical Hospital,Menlo Park,California,,,,,
Santa Rosa Memorial Hospital,Santa Rosa,California,36,98,88,July 2011,June 2014
Tri-City Medical Center,Oceanside,California,,,,,
Riverside Community Hospital,Riverside,California,,,,,
Patients' Hospital of Redding,Redding,California,,,,,
Sutter Surgical Hospital - North Valley,Yuba City,California,,,,,
Seton Medical Center,Daly City,California,,,,,
Alta Bates Summit Medical Center - Summit Campus,Oakland,California,144,97,85,July 2011,June 2014
Kaiser Permanente South San Francisco,South San Francisco,California,,,,,
City of Hope's Helford Clinical Research Hospital,Duarte,California,,,,,
Methodist Hospital of Southern California,Arcadia,California,,,,,
Kaiser Permanente South Bay Medical Center,Harbor City,California,,,,,
Mee Memorial Hospital,King City,California,,,,,
Tahoe Forest Hospital District,Truckee,California,,,,,
San Dimas Community Hospital,San Dimas,California,,,,,
Sierra View Medical Center,Porterville,California,,,,,
Kern Medical Center,Bakersfield,California,,,,,
Mark Twain Medical Center,San Andreas,California,,,,,
Plumas District Hospital,Quincy,California,,,,,
St. Rose Hospital,Hayward,California,,,,,
St. Joseph Hospital,Eureka,California,,,,,
Kaiser Permanente Vacaville Medical Center,Vacaville,California,,,,,
"John Muir Medical Center, Concord",Concord,California,99,98,88,July 2011,June 2014
Kaiser Permanente Orange County Anaheim Medical Center,Anaheim,California,,,,,
Barton Memorial Hospital,South Lake Tahoe,California,,,,,
Saint Francis Memorial Hospital,San Francisco,California,,,,,
Whittier Hospital Medical Center,Whittier,California,,,,,
Mills-Peninsula Health Services,Burlingame,California,66,98,88,July 2011,June 2014
Laguna Honda Hospital and Rehabilitation Center,San Francisco,California,,,,,
Memorial Medical Center,Modesto,California,,,,,
Western Medical Center Anaheim,Anaheim,California,,,,,
Los Robles Hospital and Medical Center,Thousand Oaks,California,,,,,
Providence Saint Joseph Medical Center,Burbank,California,56,98,83,July 2011,June 2014
Placentia-Linda Hospital,Placentia,California,,,,,
San Joaquin Community Hospital,Bakersfield,California,,,,,
Garfield Medical Center,Monterey Park,California,,,,,
Chapman Medical Center,Orange,California,,,,,
Doctors Medical Center of Modesto,Modesto,California,,,,,
Kaiser Permanente Oakland Medical Center,Oakland,California,,,,,
UC San Diego Health,San Diego,California,,,,,
St. Helena Hospital Clear Lake,Clearlake,California,,,,,
Rideout Memorial Hospital,Marysville,California,,,,,
Gardens Regional Hospital and Medical Center,Hawaiian Gardens,California,,,,,
Desert Valley Hospital,Victorville,California,,,,,
Kaiser Permanente Walnut Creek Medical Center,Walnut Creek,California,,,,,
Northern Inyo Hospital,Bishop,California,,,,,
Kaiser Permanente San Jose Medical Center,San Jose,California,,,,,
Sutter Tracy Community Hospital,Tracy,California,,,,,
Mercy Medical Center Mount Shasta,Mount Shasta,California,,,,,
Community Hospital of the Monterey Peninsula,Monterey,California,,,,,
Marian Regional Medical Center,Santa Maria,California,,,,,
PIH Health Hospital-Whittier,Whittier,California,39,97,87,July 2011,June 2014
Modoc Medical Center,Alturas,California,,,,,
Encino Hospital Medical Center,Encino,California,,,,,
UCSF Medical Center,San Francisco,California,,,,,
St. Bernardine Medical Center,San Bernardino,California,,,,,
Loma Linda University Medical Center,Loma Linda,California,,,,,
Tulare Regional Medical Center,Tulare,California,,,,,
Sutter Auburn Faith Hospital,Auburn,California,,,,,
Marshall Medical Center,Placerville,California,,,,,
Sutter Santa Rosa Regional Hospital,Santa Rosa,California,,,,,
Goleta Valley Cottage Hospital,Santa Barbara,California,,,,,
Los Alamitos Medical Center,Los Alamitos,California,,,,,
Fairchild Medical Center,Yreka,California,,,,,
San Joaquin General Hospital,French Camp,California,,,,,
Doctors Hospital of Manteca,Manteca,California,,,,,
Antelope Valley Hospital,Lancaster,California,,,,,
Torrance Memorial Medical Center,Torrance,California,,,,,
Victor Valley Global Medical Center,Victorville,California,,,,,
Kaiser Permanente Moreno Valley Medical Center,Moreno Valley,California,,,,,
Mammoth Hospital,Mammoth Lakes,California,,,,,
California Pacific Medical Center,San Francisco,California,153,98,85,July 2011,June 2014
"University of California, Davis Medical Center",Sacramento,California,,,,,
Sutter Roseville Medical Center,Roseville,California,,,,,
Bakersfield Memorial Hospital,Bakersfield,California,,,,,
San Leandro Hospital,San Leandro,California,,,,,
Southwest Healthcare System,Murrieta,California,,,,,
Twin Cities Community Hospital,Templeton,California,,,,,
Glenn Medical Center,Willows,California,,,,,
Kaiser Permanente Santa Rosa Medical Center,Santa Rosa,California,,,,,
Silver Lake Medical Center,Los Angeles,California,,,,,
Kaiser Permanente Woodland Hills Medical Center,Woodland Hills,California,,,,,
Arrowhead Regional Medical Center,Colton,California,,,,,
Colorado River Medical Center,Needles,California,,,,,
El Centro Regional Medical Center,El Centro,California,,,,,
Emanuel Medical Center,Turlock,California,,,,,
O'Connor Hospital,San Jose,California,,,,,
Community Hospital of Huntington Park,Huntington Park,California,,,,,
Sierra Vista Regional Medical Center,San Luis Obispo,California,,,,,
Kaiser Permanente San Francisco Medical Center,San Francisco,California,,,,,
Queen of the Valley Medical Center,Napa,California,,,,,
St. Helena Hospital Napa Valley,Saint Helena,California,,,,,
St. John's Pleasant Valley Hospital,Camarillo,California,,,,,
San Mateo Medical Center,San Mateo,California,,,,,
Simi Valley Hospital,Simi Valley,California,,,,,
San Gabriel Valley Medical Center,San Gabriel,California,,,,,
Motion Picture and Television Fund Hospital and Residential Services,Woodland Hills,California,,,,,
Kaiser Permanente Baldwin Park Medical Center,Baldwin Park,California,,,,,
Good Samaritan Hospital,San Jose,California,,,,,
Woodland Healthcare,Woodland,California,,,,,
Paradise Valley Hospital,National City,California,,,,,
Santa Clara Valley Medical Center,San Jose,California,,,,,
Alameda Hospital,Alameda,California,,,,,
Coast Plaza Hospital,Norwalk,California,,,,,
Northridge Hospital Medical Center,Northridge,California,,,,,
Lompoc Valley Medical Center,Lompoc,California,,,,,
Bakersfield Heart Hospital,Bakersfield,California,,,,,
Sutter Amador Hospital,Jackson,California,,,,,
"Sutter Medical Center, Sacramento",Sacramento,California,251,98,90,July 2011,June 2014
Scripps Mercy Hospital,San Diego,California,,,,,
Community Hospital of San Bernardino,San Bernardino,California,,,,,
Mendocino Coast District Hospital,Fort Bragg,California,,,,,
East Los Angeles Doctors Hospital,Los Angeles,California,,,,,
Mayers Memorial Hospital District,Fall River Mills,California,,,,,
West Hills Hospital and Medical Center,West Hills,California,,,,,
Shasta Regional Medical Center,Redding,California,,,,,
Foothill Presbyterian Hospital,Glendora,California,,,,,
Parkview Community Hospital Medical Center,Riverside,California,,,,,
Palmdale Regional Medical Center,Palmdale,California,,,,,
St. Mary Medical Center,Long Beach,California,,,,,
Riverside County Regional Medical Center,Moreno Valley,California,,,,,
Marina Del Rey Hospital,Marina Del Rey,California,,,,,
Providence Little Company of Mary Medical Center San Pedro,San Pedro,California,,,,,
Sharp Grossmont Hospital,La Mesa,California,52,98,79,July 2011,June 2014
Mercy General Hospital,Sacramento,California,,,,,
Sierra Nevada Memorial Hospital,Grass Valley,California,,,,,
San Ramon Regional Medical Center,San Ramon,California,,,,,
Santa Ynez Valley Cottage Hospital,Solvang,California,,,,,
Redwood Memorial Hospital,Fortuna,California,,,,,
Dominican Hospital,Santa Cruz,California,,,,,
Kaiser Permanente South Sacramento Medical Center,Sacramento,California,,,,,
Mad River Community Hospital,Arcata,California,,,,,
Pacific Alliance Medical Center,Los Angeles,California,,,,,
Redlands Community Hospital,Redlands,California,,,,,
Enloe Medical Center,Chico,California,,,,,
Tehachapi Valley Healthcare District,Tehachapi,California,,,,,
Hemet Valley Medical Center,Hemet,California,,,,,
Lodi Memorial Hospital,Lodi,California,,,,,
Trinity Hospital,Weaverville,California,,,,,
Regional Medical Center of San Jose,San Jose,California,,,,,
Alvarado Hospital Medical Center,San Diego,California,,,,,
Orchard Hospital,Gridley,California,,,,,
Scripps Memorial Hospital-La Jolla,La Jolla,California,,,,,
Huntington Memorial Hospital,Pasadena,California,,,,,
LAC-Olive View-UCLA Medical Center,Sylmar,California,,,,,
San Francisco General Hospital and Trauma Center,San Francisco,California,,,,,
Eisenhower Medical Center,Rancho Mirage,California,,,,,
French Hospital Medical Center,San Luis Obispo,California,,,,,
Sharp Coronado Hospital and Healthcare Center,Coronado,California,,,,,
Lakewood Regional Medical Center,Lakewood,California,,,,,
Saint Louise Regional Hospital,Gilroy,California,,,,,
Greater El Monte Community Hospital,South El Monte,California,,,,,
Olympia Medical Center,Los Angeles,California,,,,,
Frank R. Howard Memorial Hospital,Willits,California,,,,,
San Antonio Community Hospital,Upland,California,,,,,
Sharp Memorial Hospital,San Diego,California,118,98,87,July 2011,June 2014
Dameron Hospital,Stockton,California,,,,,
Ventura County Medical Center,Ventura,California,,,,,
Sonora Regional Medical Center,Sonora,California,,,,,
UC Irvine Medical Center,Orange,California,,,,,
Sutter Solano Medical Center,Vallejo,California,,,,,
Hi-Desert Medical Center,Joshua Tree,California,,,,,
Highland Hospital,Oakland,California,,,,,
NorthBay Medical Center,Fairfield,California,,,,,
Fresno Heart and Surgical Hospital,Fresno,California,,,,,
Banner Lassen Medical Center,Susanville,California,,,,,
Kaiser Permanente Roseville Medical Center,Roseville,California,,,,,
Marin General Hospital,Greenbrae,California,35,97,85,July 2011,June 2014
Fremont Medical Center,Fremont,California,,,,,
Henry Mayo Newhall Memorial Hospital,Valencia,California,,,,,
Sutter Maternity and Surgery Center of Santa Cruz,Santa Cruz,California,,,,,
San Bernardino Mountains Community Hospital District,Lake Arrowhead,California,,,,,
"John Muir Medical Center, Walnut Creek",Walnut Creek,California,,,,,
Mercy Hospitals of Bakersfield,Bakersfield,California,,,,,
Rancho Los Amigos National Rehabilitation Center,Downey,California,,,,,
Kaweah Delta Medical Center,Visalia,California,,,,,
Kaiser Permanente Sacramento Medical Center,Sacramento,California,,,,,
Palo Verde Hospital,Blythe,California,,,,,
Santa Monica-UCLA Medical Center and Orthopaedic Hospital,Santa Monica,California,,,,,
Kaiser Permanente Antioch Medical Center,Antioch,California,,,,,
Coastal Communities Hospital,Santa Ana,California,,,,,
Alhambra Hospital Medical Center,Alhambra,California,,,,,
Pioneers Memorial Healthcare District,Brawley,California,,,,,
Scripps Green Hospital,La Jolla,California,,,,,
Long Beach Memorial Medical Center,Long Beach,California,151,96,85,July 2011,June 2014
Pomerado Hospital,Poway,California,,,,,
Mission Community Hospital,Panorama City,California,,,,,
Centinela Hospital Medical Center,Inglewood,California,,,,,
Mercy Hospital of Folsom,Folsom,California,,,,,
Feather River Hospital,Paradise,California,,,,,
Kaiser Permanente West Los Angeles Medical Center,Los Angeles,California,,,,,
John F. Kennedy Memorial Hospital,Indio,California,,,,,
Ukiah Valley Medical Center,Ukiah,California,,,,,
White Memorial Medical Center,Los Angeles,California,,,,,
St. John's Regional Medical Center,Oxnard,California,45,97,85,July 2011,June 2014
Sonoma Valley Hospital,Sonoma,California,,,,,
Sutter Coast Hospital,Crescent City,California,,,,,
Glendora Community Hospital,Glendora,California,,,,,
Sutter Davis Hospital,Davis,California,,,,,
Hazel Hawkins Memorial Hospital,Hollister,California,,,,,
Saint Agnes Medical Center,Fresno,California,,,,,
